Name,Price,Location,Fuel Type,Transmission,Kms Driven,Year,Company Name
Alto 800 ,2.75 Lakh,chennai,Petrol,Manual,55417,2015,Maruti
Compass ,15.39 Lakh,chennai,Diesel,Manual,40315,2018,Jeep
Mobilio ,4.25 Lakh,chennai,Diesel,Manual,148000,2014,Honda
City ,5.45 Lakh,chennai,Petrol,Manual,130807,2015,Honda
Alto 800 ,1.20 Lakh,chennai,Petrol,Manual,100050,2007,Maruti
i20 ,3.15 Lakh,chennai,Petrol,Manual,101010,2012,Hyundai
5 Series ,20.00 Lakh,chennai,Diesel,Automatic,85000,2015,BMW
Vitara Brezza ,9.90 Lakh,chennai,Diesel,Automatic,21300,2019,Maruti
Polo ,6.25 Lakh,chennai,Petrol,Manual,40480,2017,Volkswagen
Civic ,2.90 Lakh,chennai,Petrol,Manual,110000,2007,Honda
Creta ,12.40 Lakh,chennai,Petrol,Manual,10000,2021,Hyundai
i20 ,3.70 Lakh,chennai,Petrol,Manual,73997,2013,Hyundai
Grand i10 ,4.10 Lakh,chennai,Petrol,Manual,87886,2016,Hyundai
Compass ,29.00 Lakh,chennai,Petrol,Automatic,800,2022,Jeep
Duster ,5.61 Lakh,chennai,Diesel,Manual,102358,2013,Renault
Wagon R ,2.30 Lakh,chennai,Petrol,Manual,60000,2011,Maruti
i10 ,3.25 Lakh,chennai,Petrol,Manual,70000,2013,Hyundai
Ecosport ,6.45 Lakh,chennai,Petrol,Automatic,39000,2015,Ford
Polo ,6.30 Lakh,chennai,Diesel,Manual,66672,2016,Volkswagen
Compass ,14.65 Lakh,chennai,Diesel,Manual,30000,2017,Jeep
Xcent ,6.02 Lakh,chennai,Petrol,Manual,13207,2018,Hyundai
SX4 S Cross ,7.50 Lakh,chennai,Diesel,Manual,76347,2017,Maruti
Rapid ,8.95 Lakh,chennai,Diesel,Manual,90000,2018,Skoda
Swift Dzire ,6.45 Lakh,chennai,Diesel,Manual,62000,2016,Maruti
Punto Pure ,3.72 Lakh,chennai,Diesel,Manual,40217,2016,Fiat
Ertiga ,5.95 Lakh,chennai,Diesel,Manual,144618,2014,Maruti
Sunny ,4.23 Lakh,chennai,Diesel,Manual,75055,2013,Nissan
Amaze ,3.80 Lakh,chennai,Diesel,Manual,79085,2013,Honda
Swift Dzire ,7.65 Lakh,chennai,Diesel,Manual,61000,2017,Maruti
Verna ,9.75 Lakh,chennai,Petrol,Manual,12000,2019,Hyundai
Verna ,4.90 Lakh,chennai,Petrol,Automatic,61000,2011,Hyundai
Swift Dzire ,6.71 Lakh,chennai,Petrol,Manual,33626,2020,Maruti
Ritz ,2.30 Lakh,chennai,Petrol,Manual,115581,2010,Maruti
Creta ,11.68 Lakh,chennai,Diesel,Manual,58957,2018,Hyundai
Jazz ,6.03 Lakh,chennai,Diesel,Manual,64175,2016,Honda
Creta ,8.90 Lakh,chennai,Diesel,Manual,100927,2015,Hyundai
Amaze ,3.71 Lakh,chennai,Petrol,Manual,90232,2013,Honda
Pulse ,2.90 Lakh,chennai,Diesel,Manual,82000,2012,Renault
Swift Dzire ,4.10 Lakh,chennai,Petrol,Manual,55320,2013,Maruti
Brio ,3.35 Lakh,chennai,Petrol,Manual,81668,2013,Honda
Baleno ,6.50 Lakh,chennai,Petrol,Manual,12500,2018,Maruti
Figo ,2.70 Lakh,chennai,Diesel,Manual,55787,2013,Ford
Alto ,1.20 Lakh,chennai,Petrol,Manual,99941,2007,Maruti
7 Series ,65.50 Lakh,chennai,Diesel,Automatic,25000,2018,BMW
WR-V ,8.50 Lakh,chennai,Diesel,Manual,85385,2018,Honda
Bolero Power Plus ,7.95 Lakh,chennai,Diesel,Manual,55000,2018,Mahindra
City ,6.25 Lakh,chennai,Diesel,Manual,58000,2014,Honda
A4 ,16.00 Lakh,chennai,Diesel,Automatic,60000,2013,Audi
Passat ,6.00 Lakh,chennai,Petrol,Manual,85000,2011,Volkswagen
Figo ,2.95 Lakh,chennai,Diesel,Manual,44000,2011,Ford
Nano ,2.70 Lakh,chennai,Petrol,Automatic,20000,2017,Tata
Beat ,3.65 Lakh,chennai,Diesel,Manual,37000,2017,Chevrolet
Ciaz ,7.15 Lakh,chennai,Petrol,Manual,85000,2016,Maruti
Rapid ,3.10 Lakh,chennai,Diesel,Manual,167315,2013,Skoda
Vitara Brezza ,8.80 Lakh,chennai,Diesel,Manual,24000,2019,Maruti
Yaris ,7.45 Lakh,chennai,Petrol,Manual,25000,2018,Toyota
Passat ,9.90 Lakh,chennai,Diesel,Automatic,91000,2013,Volkswagen
Qualis ,1.80 Lakh,chennai,Diesel,Manual,100000,2001,Toyota
Rapid ,5.90 Lakh,chennai,Diesel,Manual,63000,2016,Skoda
Ertiga ,5.90 Lakh,chennai,Diesel,Manual,89000,2012,Maruti
Superb ,31.50 Lakh,chennai,Diesel,Automatic,55000,2018,Skoda
i20 ,6.30 Lakh,chennai,Petrol,Automatic,35767,2018,Hyundai
Beat ,1.95 Lakh,chennai,Diesel,Manual,63132,2011,Chevrolet
City ,16.72 Lakh,chennai,Petrol,Manual,10059,2020,Honda
Amaze ,7.25 Lakh,chennai,Petrol,Manual,10000,2018,Honda
A4 ,28.75 Lakh,chennai,Diesel,Automatic,50000,2017,Audi
V40 ,16.90 Lakh,chennai,Diesel,Automatic,45000,2015,Volvo
i10 ,2.70 Lakh,chennai,Petrol,Manual,63510,2010,Hyundai
X1 ,34.50 Lakh,chennai,Diesel,Automatic,19000,2018,BMW
i20 ,6.10 Lakh,chennai,Petrol,Manual,33854,2016,Hyundai
i10 ,3.50 Lakh,chennai,Petrol,Automatic,47417,2013,Hyundai
WR-V ,7.60 Lakh,chennai,Diesel,Manual,43568,2017,Honda
S60 ,16.50 Lakh,chennai,Diesel,Automatic,90000,2014,Volvo
XC 90 ,43.50 Lakh,chennai,Diesel,Automatic,95000,2016,Volvo
Grand i10 ,3.95 Lakh,chennai,Petrol,Manual,65932,2013,Hyundai
i20 ,6.10 Lakh,chennai,Petrol,Manual,33854,2016,Hyundai
Jazz ,6.23 Lakh,chennai,Petrol,Manual,45115,2017,Honda
Grand i10 ,5.20 Lakh,chennai,Petrol,Manual,20996,2018,Hyundai
M-Class ,21.00 Lakh,chennai,Diesel,Automatic,110000,2013,Mercedes-Benz
KUV 100 NXT ,6.32 Lakh,chennai,Petrol,Manual,18406,2020,Mahindra
GLA Class ,32.00 Lakh,chennai,Diesel,Automatic,6000,2019,Mercedes-Benz
3 Series GT ,36.00 Lakh,chennai,Diesel,Automatic,14000,2017,BMW
Creta ,8.43 Lakh,chennai,Diesel,Manual,102434,2015,Hyundai
i10 ,3.63 Lakh,chennai,Petrol,Manual,73926,2015,Hyundai
Jazz ,5.03 Lakh,chennai,Petrol,Manual,80488,2016,Honda
i10 ,2.70 Lakh,chennai,Petrol,Manual,63510,2010,Hyundai
Beat ,2.00 Lakh,chennai,Petrol,Manual,56412,2010,Chevrolet
Spark ,1.45 Lakh,chennai,Petrol,Manual,83900,2010,Chevrolet
Polo ,5.60 Lakh,chennai,Diesel,Manual,104850,2017,Volkswagen
Swift ,3.20 Lakh,chennai,Petrol,Manual,40000,2010,Maruti
Duster ,10.75 Lakh,chennai,Petrol,Automatic,8444,2020,Renault
Amaze ,4.65 Lakh,chennai,Petrol,Manual,82209,2015,Honda
Swift Dzire ,4.10 Lakh,chennai,Petrol,Manual,62930,2012,Maruti
Vento ,6.00 Lakh,chennai,Diesel,Automatic,75330,2014,Volkswagen
Tiago ,3.90 Lakh,chennai,Petrol,Manual,692007,2017,Tata
i20 ,2.80 Lakh,chennai,Petrol,Manual,67900,2012,Hyundai
Wagon R ,4.10 Lakh,chennai,Petrol,Automatic,47756,2017,Maruti
Grand i10 ,5.20 Lakh,chennai,Petrol,Automatic,42856,2016,Hyundai
City ,5.69 Lakh,bangalore,Petrol,Manual,47585,2014,Honda
Jazz ,6.93 Lakh,bangalore,Petrol,Manual,79581,2017,Honda
Santro ,6.04 Lakh,bangalore,Petrol,Manual,8698,2020,Hyundai
Xcent ,4.70 Lakh,bangalore,Petrol,Manual,62926,2015,Hyundai
S-Presso ,5.85 Lakh,bangalore,Petrol,Manual,19021,2022,Maruti
Grand i10 ,6.40 Lakh,bangalore,Petrol,Manual,14889,2018,Hyundai
Alto K10 ,3.50 Lakh,bangalore,Petrol,Manual,27950,2015,Maruti
Wagon R ,4.25 Lakh,bangalore,Petrol,Manual,20741,2015,Maruti
EON ,2.87 Lakh,bangalore,Petrol,Manual,41271,2012,Hyundai
Verna ,6.44 Lakh,bangalore,Petrol,Manual,44473,2016,Hyundai
City ,14.43 Lakh,bangalore,Petrol,Automatic,18657,2020,Honda
Baleno ,7.72 Lakh,bangalore,Petrol,Manual,15600,2019,Maruti
City ,12.61 Lakh,bangalore,Petrol,Automatic,22542,2018,Honda
City ,11.28 Lakh,bangalore,Petrol,Automatic,20013,2019,Honda
Verna ,14.90 Lakh,bangalore,Petrol,Automatic,10000,2021,Hyundai
Aspire ,5.75 Lakh,bangalore,Petrol,Manual,34500,2018,Ford
C-Class ,9.15 Lakh,bangalore,Petrol,Manual,56931,2008,Mercedes-Benz
Celerio ,5.10 Lakh,bangalore,Petrol,Manual,31661,2017,Maruti
Duster ,5.95 Lakh,bangalore,Diesel,Manual,60000,2014,Renault
i20 ,4.55 Lakh,bangalore,Diesel,Manual,42000,2013,Hyundai
i20 Active ,7.08 Lakh,bangalore,Petrol,Manual,55230,2017,Hyundai
i20 ,6.58 Lakh,bangalore,Petrol,Manual,34553,2017,Hyundai
Ciaz ,7.78 Lakh,bangalore,Petrol,Manual,37330,2017,Maruti
Jazz ,7.19 Lakh,bangalore,Petrol,Manual,35952,2018,Honda
Rapid ,4.29 Lakh,bangalore,Petrol,Manual,49804,2012,Skoda
Marazzo ,7.58 Lakh,bangalore,Diesel,Manual,103911,2018,Mahindra
Santro ,5.23 Lakh,bangalore,Petrol,Manual,55849,2018,Hyundai
Hector ,18.71 Lakh,bangalore,Petrol,Automatic,20531,2020,MG
Hector Plus ,20.46 Lakh,bangalore,Diesel,Manual,26136,2020,MG
Nexon ,9.88 Lakh,bangalore,Diesel,Manual,32934,2018,Tata
Alto 800 ,4.10 Lakh,bangalore,Petrol,Manual,13487,2020,Maruti
XUV300 ,12.63 Lakh,bangalore,Petrol,Manual,7068,2021,Mahindra
Alto K10 ,3.50 Lakh,bangalore,Petrol,Manual,27950,2015,Maruti
Wagon R ,4.25 Lakh,bangalore,Petrol,Manual,20741,2015,Maruti
TUV 300 ,6.61 Lakh,bangalore,Diesel,Manual,113113,2016,Mahindra
Alto 800 ,2.86 Lakh,bangalore,Petrol,Manual,23082,2014,Maruti
Creta ,11.13 Lakh,bangalore,Petrol,Manual,22721,2017,Hyundai
Baleno ,7.55 Lakh,bangalore,Petrol,Manual,51855,2019,Maruti
Hector ,16.97 Lakh,bangalore,Petrol,Automatic,11783,2019,MG
Verna ,12.48 Lakh,bangalore,Petrol,Automatic,4357,2019,Hyundai
Creta ,9.26 Lakh,bangalore,Diesel,Manual,65420,2016,Hyundai
Verna ,11.63 Lakh,bangalore,Petrol,Automatic,44335,2019,Hyundai
Verna ,8.88 Lakh,bangalore,Petrol,Manual,25598,2017,Hyundai
Celerio ,5.85 Lakh,bangalore,Petrol,Automatic,9087,2017,Maruti
Wagon R ,3.90 Lakh,bangalore,Petrol,Manual,71470,2015,Maruti
Alto 800 ,3.18 Lakh,bangalore,Petrol,Manual,38679,2016,Maruti
City ,6.40 Lakh,bangalore,Petrol,Manual,88079,2016,Honda
Grand i10 ,6.01 Lakh,bangalore,Petrol,Manual,26235,2019,Hyundai
WR-V ,7.48 Lakh,bangalore,Petrol,Manual,56695,2017,Honda
Ciaz ,8.63 Lakh,bangalore,Petrol,Manual,17722,2018,Maruti
Creta ,11.54 Lakh,bangalore,Petrol,Manual,31129,2018,Hyundai
Nexon ,8.20 Lakh,bangalore,Diesel,Manual,44994,2018,Tata
Creta ,10.73 Lakh,bangalore,Petrol,Manual,31873,2017,Hyundai
Alto K10 ,2.48 Lakh,bangalore,Petrol,Manual,40873,2011,Maruti
Swift Dzire ,4.51 Lakh,bangalore,Petrol,Manual,49752,2012,Maruti
Venue ,9.92 Lakh,bangalore,Petrol,Manual,13598,2019,Hyundai
i20 ,6.89 Lakh,bangalore,Diesel,Manual,95797,2016,Hyundai
City ,7.64 Lakh,bangalore,Petrol,Automatic,55034,2015,Honda
Grand i10 Nios ,7.18 Lakh,bangalore,Petrol,Manual,16760,2020,Hyundai
Alto K10 ,3.68 Lakh,bangalore,Petrol,Manual,12331,2017,Maruti
Baleno ,6.35 Lakh,bangalore,Petrol,Manual,53036,2016,Maruti
XUV300 ,12.03 Lakh,bangalore,Diesel,Manual,11965,2019,Mahindra
Duster ,8.94 Lakh,bangalore,Diesel,Manual,75624,2018,Renault
Nexon ,10.30 Lakh,bangalore,Petrol,Automatic,16509,2018,Tata
Octavia ,12.75 Lakh,bangalore,Petrol,Automatic,92376,2016,Skoda
Verna ,8.26 Lakh,bangalore,Petrol,Manual,53471,2017,Hyundai
Swift Dzire ,7.23 Lakh,bangalore,Petrol,Manual,27925,2017,Maruti
WR-V ,8.77 Lakh,bangalore,Diesel,Manual,40661,2018,Honda
Swift Dzire ,8.03 Lakh,bangalore,Petrol,Manual,33221,2020,Maruti
Triber ,6.97 Lakh,bangalore,Petrol,Manual,15223,2019,Renault
Harrier ,21.71 Lakh,bangalore,Diesel,Manual,26431,2021,Tata
i20 ,5.85 Lakh,bangalore,Petrol,Manual,47127,2015,Hyundai
City ,4.51 Lakh,bangalore,Petrol,Manual,103678,2012,Honda
S-Presso ,5.86 Lakh,bangalore,Petrol,Manual,2224,2022,Maruti
Tiago ,4.86 Lakh,bangalore,Petrol,Manual,64788,2018,Tata
Hector Plus ,20.49 Lakh,bangalore,Diesel,Manual,5400,2020,MG
Celerio ,5.09 Lakh,bangalore,Petrol,Automatic,39689,2017,Maruti
Ciaz ,8.81 Lakh,bangalore,Petrol,Manual,35237,2018,Maruti
Creta ,11.54 Lakh,bangalore,Petrol,Automatic,47679,2016,Hyundai
Ciaz ,7.58 Lakh,bangalore,Petrol,Manual,45024,2017,Maruti
Amaze ,7.61 Lakh,bangalore,Petrol,Manual,20882,2018,Honda
City ,5.38 Lakh,bangalore,Diesel,Manual,82140,2014,Honda
i10 ,3.33 Lakh,bangalore,Petrol,Manual,49744,2011,Hyundai
Swift Dzire ,5.85 Lakh,bangalore,Diesel,Manual,69625,2015,Maruti
Celerio ,4.65 Lakh,bangalore,Petrol,Automatic,24978,2014,Maruti
Celerio ,4.43 Lakh,bangalore,Petrol,Automatic,86672,2015,Maruti
Creta ,10.61 Lakh,bangalore,Petrol,Manual,72733,2016,Hyundai
Ertiga ,6.31 Lakh,bangalore,Petrol,Manual,71264,2014,Maruti
i20 ,5.88 Lakh,bangalore,Petrol,Manual,83091,2016,Hyundai
Ciaz ,6.98 Lakh,bangalore,Petrol,Manual,46322,2018,Maruti
Tiago ,4.41 Lakh,bangalore,Petrol,Manual,88148,2016,Tata
i20 ,5.31 Lakh,bangalore,Petrol,Manual,71453,2015,Hyundai
Baleno ,6.60 Lakh,bangalore,Petrol,Manual,39868,2017,Maruti
Hector ,18.82 Lakh,bangalore,Petrol,Automatic,13515,2020,MG
Alto 800 ,4.24 Lakh,bangalore,Petrol,Manual,8047,2021,Maruti
Baleno ,6.18 Lakh,bangalore,Petrol,Manual,52822,2016,Maruti
Yaris ,9.37 Lakh,bangalore,Petrol,Manual,7749,2018,Toyota
KWID ,5.00 Lakh,bangalore,Petrol,Automatic,10787,2018,Renault
BR-V ,6.50 Lakh,bangalore,Petrol,Manual,85257,2016,Honda
GO ,2.92 Lakh,bangalore,Petrol,Manual,38992,2015,Datsun
City ,10.30 Lakh,bangalore,Petrol,Automatic,29068,2017,Honda
Ciaz ,10.13 Lakh,bangalore,Petrol,Automatic,16348,2019,Maruti
Nexon ,8.23 Lakh,bangalore,Petrol,Manual,15130,2019,Tata
Creta ,9.02 Lakh,bangalore,Petrol,Manual,34341,2017,Hyundai
Kicks ,14.63 Lakh,bangalore,Petrol,Automatic,6660,2021,Nissan
Creta ,10.17 Lakh,bangalore,Petrol,Manual,28664,2016,Hyundai
Octavia ,12.61 Lakh,bangalore,Petrol,Automatic,87642,2016,Skoda
Celerio ,3.80 Lakh,bangalore,Petrol,Manual,104586,2016,Maruti
Celerio ,6.50 Lakh,bangalore,Petrol,Automatic,4628,2019,Maruti
i20 ,6.18 Lakh,bangalore,Petrol,Manual,40732,2015,Hyundai
Venue ,10.81 Lakh,bangalore,Petrol,Manual,7745,2021,Hyundai
Baleno ,7.98 Lakh,bangalore,Petrol,Manual,19716,2018,Maruti
KWID ,3.33 Lakh,bangalore,Petrol,Manual,31382,2016,Renault
Ciaz ,7.02 Lakh,bangalore,Diesel,Manual,52322,2016,Maruti
Vitara Brezza ,10.89 Lakh,bangalore,Diesel,Manual,25859,2018,Maruti
A-Star ,2.37 Lakh,bangalore,Petrol,Manual,77712,2012,Maruti
GO ,2.33 Lakh,bangalore,Petrol,Manual,27538,2015,Datsun
Grand i10 Nios ,6.80 Lakh,bangalore,Petrol,Manual,51506,2020,Hyundai
Swift ,8.02 Lakh,bangalore,Petrol,Automatic,24344,2019,Maruti
Wagon R ,5.29 Lakh,bangalore,Petrol,Manual,18686,2020,Maruti
Wagon R ,3.88 Lakh,bangalore,Petrol,Manual,57631,2015,Maruti
Altroz ,9.44 Lakh,bangalore,Petrol,Manual,5703,2021,Tata
Verna ,8.13 Lakh,bangalore,Petrol,Manual,39564,2017,Hyundai
City ,11.28 Lakh,bangalore,Petrol,Automatic,20013,2019,Honda
Grand i10 ,5.45 Lakh,bangalore,Petrol,Manual,35772,2017,Hyundai
Etios ,3.99 Lakh,bangalore,Petrol,Manual,52796,2013,Toyota
Grand i10 ,6.04 Lakh,bangalore,Petrol,Manual,29649,2017,Hyundai
Duster ,5.63 Lakh,bangalore,Diesel,Manual,50609,2012,Renault
Xcent ,5.29 Lakh,bangalore,Petrol,Manual,41009,2017,Hyundai
Baleno ,7.72 Lakh,bangalore,Petrol,Manual,15600,2019,Maruti
Santro ,5.68 Lakh,bangalore,Petrol,Manual,8157,2019,Hyundai
City ,6.25 Lakh,bangalore,Petrol,Manual,58286,2014,Honda
Swift Dzire ,7.91 Lakh,bangalore,Petrol,Manual,7632,2021,Maruti
Rapid ,10.21 Lakh,bangalore,Petrol,Automatic,24028,2017,Skoda
Amaze ,6.95 Lakh,bangalore,Petrol,Manual,30974,2018,Honda
Grand i10 Nios ,7.48 Lakh,bangalore,Petrol,Automatic,43446,2020,Hyundai
Duster ,7.98 Lakh,bangalore,Diesel,Manual,105236,2016,Renault
City ,7.77 Lakh,bangalore,Petrol,Manual,25894,2017,Honda
Ciaz ,6.05 Lakh,bangalore,Petrol,Manual,60849,2015,Maruti
KWID ,4.66 Lakh,bangalore,Petrol,Manual,24693,2020,Renault
KWID ,3.93 Lakh,bangalore,Petrol,Manual,38967,2018,Renault
Verna ,13.50 Lakh,bangalore,Petrol,Automatic,47094,2020,Hyundai
Duster ,8.33 Lakh,bangalore,Petrol,Automatic,25865,2017,Renault
Alto 800 ,4.27 Lakh,bangalore,Petrol,Manual,5175,2021,Maruti
i20 ,5.15 Lakh,bangalore,Petrol,Manual,99507,2014,Hyundai
Duster ,10.80 Lakh,bangalore,Diesel,Automatic,25642,2018,Renault
WR-V ,9.14 Lakh,bangalore,Diesel,Manual,9561,2018,Honda
Scorpio ,6.98 Lakh,bangalore,Diesel,Manual,52363,2015,Mahindra
Kicks ,9.68 Lakh,bangalore,Petrol,Manual,13542,2021,Nissan
Creta ,10.69 Lakh,bangalore,Petrol,Manual,13234,2016,Hyundai
Hector ,16.13 Lakh,bangalore,Petrol,Automatic,49961,2019,MG
Tiago ,5.00 Lakh,bangalore,Petrol,Manual,55393,2018,Tata
Venue ,9.52 Lakh,bangalore,Petrol,Manual,27206,2019,Hyundai
i20 ,6.50 Lakh,bangalore,Petrol,Automatic,27848,2018,Hyundai
Alto K10 ,1.95 Lakh,bangalore,Petrol,Manual,55132,2013,Maruti
i20 ,1.94 Lakh,bangalore,Petrol,Manual,93384,2009,Hyundai
TUV 300 ,6.35 Lakh,bangalore,Diesel,Manual,109087,2016,Mahindra
GL-Class ,46.50 Lakh,bangalore,Diesel,Automatic,72000,2015,Mercedes-Benz
Ertiga ,6.50 Lakh,bangalore,Diesel,Manual,80000,2013,Maruti
GLA ,54.00 Lakh,bangalore,Diesel,Automatic,8000,2022,Mercedes-Benz
Figo ,3.55 Lakh,bangalore,Diesel,Manual,62016,2013,Ford
Ertiga ,5.45 Lakh,bangalore,Petrol,Manual,99000,2013,Maruti
Glanza ,8.45 Lakh,bangalore,Petrol,Manual,22650,2020,Toyota
Pajero ,10.35 Lakh,bangalore,Diesel,Manual,95000,2013,Mitsubishi
EON ,3.45 Lakh,bangalore,Petrol,Manual,34000,2016,Hyundai
City ,4.25 Lakh,bangalore,Petrol,Manual,75000,2011,Honda
i10 ,3.83 Lakh,bangalore,Petrol,Automatic,76049,2013,Hyundai
Beat ,1.65 Lakh,bangalore,Diesel,Manual,58000,2014,Chevrolet
3 Series ,7.85 Lakh,bangalore,Diesel,Automatic,75000,2009,BMW
Swift ,3.75 Lakh,bangalore,Diesel,Manual,65000,2013,Maruti
Ecosport ,5.60 Lakh,bangalore,Diesel,Manual,75000,2013,Ford
Fiesta ,1.40 Lakh,bangalore,Petrol,Manual,80000,2008,Ford
XUV500 ,6.85 Lakh,bangalore,Diesel,Manual,80000,2012,Mahindra
Fabia ,3.75 Lakh,bangalore,Diesel,Manual,83000,2014,Skoda
Baleno ,7.95 Lakh,bangalore,Petrol,Manual,33665,2019,Maruti
C-Class ,14.50 Lakh,bangalore,Diesel,Automatic,91000,2012,Mercedes-Benz
Hector ,16.50 Lakh,bangalore,Petrol,Manual,16000,2021,MG
i20 ,7.25 Lakh,bangalore,Petrol,Manual,27000,2019,Hyundai
5 Series ,16.45 Lakh,bangalore,Diesel,Automatic,58000,2012,BMW
City ,4.99 Lakh,bangalore,Petrol,Manual,96506,2012,Honda
Polo ,6.40 Lakh,bangalore,Diesel,Manual,90000,2015,Volkswagen
Etios ,5.30 Lakh,bangalore,Diesel,Manual,48138,2011,Toyota
Polo ,4.80 Lakh,bangalore,Petrol,Manual,50000,2013,Volkswagen
Aspire ,4.75 Lakh,bangalore,Petrol,Manual,62134,2016,Ford
Creta ,8.55 Lakh,bangalore,Petrol,Manual,40000,2016,Hyundai
City ,5.50 Lakh,bangalore,Petrol,Manual,67627,2014,Honda
City ,5.69 Lakh,bangalore,Petrol,Manual,47585,2014,Honda
Jazz ,6.93 Lakh,bangalore,Petrol,Manual,79581,2017,Honda
Alto 800 ,3.50 Lakh,bangalore,Petrol,Manual,22192,2017,Maruti
City ,2.00 Lakh,bangalore,Petrol,Manual,51259,2006,Honda
Alto 800 ,3.45 Lakh,bangalore,Petrol,Manual,25000,2017,Maruti
Civic ,3.90 Lakh,bangalore,Petrol,Manual,82000,2008,Honda
Creta ,13.25 Lakh,bangalore,Petrol,Automatic,32000,2018,Hyundai
A Class ,13.00 Lakh,bangalore,Petrol,Automatic,55200,2013,Mercedes-Benz
SX4 ,3.95 Lakh,bangalore,Diesel,Manual,78000,2011,Maruti
3 Series ,19.65 Lakh,bangalore,Diesel,Automatic,64361,2014,BMW
i10 ,4.30 Lakh,bangalore,Petrol,Automatic,40000,2012,Hyundai
Duster ,5.85 Lakh,bangalore,Diesel,Manual,52000,2013,Renault
Verna ,6.75 Lakh,bangalore,Petrol,Manual,92000,2016,Hyundai
XF ,45.00 Lakh,bangalore,Diesel,Automatic,10000,2017,Jaguar
Vitara Brezza ,11.65 Lakh,bangalore,Diesel,Automatic,18800,2018,Maruti
Sonet ,13.15 Lakh,bangalore,Diesel,Automatic,10700,2021,Kia
Fortuner ,14.73 Lakh,bangalore,Diesel,Automatic,101179,2015,Toyota
Santro Xing ,1.55 Lakh,bangalore,Petrol,Manual,90000,2006,Hyundai
5 Series ,34.75 Lakh,bangalore,Diesel,Automatic,400003,2016,BMW
5 Series ,36.75 Lakh,bangalore,Diesel,Automatic,37000,2016,BMW
Polo ,7.70 Lakh,bangalore,Diesel,Manual,62000,2019,Volkswagen
XUV500 ,17.50 Lakh,bangalore,Diesel,Automatic,49000,2018,Mahindra
i20 ,5.50 Lakh,bangalore,Diesel,Manual,40000,2013,Hyundai
Grand i10 ,5.40 Lakh,bangalore,Petrol,Automatic,39000,2014,Hyundai
Polo ,5.50 Lakh,bangalore,Petrol,Manual,57521,2014,Volkswagen
Santro Xing ,1.50 Lakh,bangalore,Petrol,Manual,84038,2006,Hyundai
Alto K10 ,2.00 Lakh,bangalore,Petrol,Manual,130930,2011,Maruti
Ecosport ,5.11 Lakh,bangalore,Diesel,Manual,155000,2017,Ford
Classic ,2.80 Lakh,bangalore,Diesel,Manual,60357,2012,Ford
Ertiga ,11.75 Lakh,bangalore,Petrol,Automatic,26043,2020,Maruti
Swift Dzire ,5.45 Lakh,bangalore,Petrol,Manual,39530,2014,Maruti
XUV500 ,12.95 Lakh,bangalore,Diesel,Manual,109000,2015,Mahindra
Amaze ,4.25 Lakh,bangalore,Petrol,Manual,48004,2013,Honda
City ,3.00 Lakh,bangalore,Petrol,Manual,134350,2008,Honda
XUV500 ,16.25 Lakh,bangalore,Diesel,Automatic,66082,2018,Mahindra
Seltos ,15.85 Lakh,bangalore,Petrol,Manual,46733,2019,Kia
Seltos ,14.10 Lakh,bangalore,Diesel,Manual,11543,2020,Kia
Nexon ,10.85 Lakh,bangalore,Petrol,Manual,7141,2021,Tata
XUV500 ,10.30 Lakh,bangalore,Diesel,Manual,6071,2015,Mahindra
Urban cruiser ,10.25 Lakh,bangalore,Petrol,Manual,26485,2021,Toyota
City ,10.20 Lakh,bangalore,Diesel,Manual,47472,2018,Honda
Vitara Brezza ,8.65 Lakh,bangalore,Diesel,Manual,60601,2017,Maruti
Sonata ,2.65 Lakh,bangalore,Petrol,Automatic,57000,2003,Hyundai
Nexon ,8.55 Lakh,bangalore,Petrol,Manual,42374,2018,Tata
Verna ,8.00 Lakh,bangalore,Petrol,Manual,85114,2019,Hyundai
WR-V ,8.10 Lakh,bangalore,Diesel,Manual,51910,2017,Honda
Seltos ,16.75 Lakh,bangalore,Petrol,Automatic,16811,2021,Kia
Verna ,7.90 Lakh,bangalore,Diesel,Manual,12055,2016,Hyundai
Jazz ,7.50 Lakh,bangalore,Petrol,Manual,27212,2018,Honda
Swift Dzire ,7.15 Lakh,bangalore,Petrol,Automatic,20322,2017,Maruti
Hector Plus ,20.85 Lakh,bangalore,Diesel,Manual,8000,2022,MG
Duster ,7.10 Lakh,bangalore,Diesel,Manual,53835,2014,Renault
Amaze ,5.30 Lakh,bangalore,Petrol,Manual,63187,2016,Honda
Q2 ,45.00 Lakh,bangalore,Petrol,Automatic,6000,2021,Audi
Carnival ,31.00 Lakh,bangalore,Diesel,Automatic,30000,2020,Kia
Amaze ,4.65 Lakh,bangalore,Diesel,Manual,8917,2015,Honda
Fiesta ,4.40 Lakh,bangalore,Diesel,Manual,70641,2013,Ford
Swift Dzire ,4.20 Lakh,bangalore,Diesel,Manual,77003,2011,Maruti
Alto 800 ,3.10 Lakh,bangalore,Petrol,Manual,55305,2014,Maruti
Jazz ,6.55 Lakh,bangalore,Petrol,Automatic,59000,2016,Honda
Verna ,7.50 Lakh,bangalore,Petrol,Automatic,29000,2015,Hyundai
Xcent ,4.25 Lakh,bangalore,Diesel,Manual,110000,2014,Hyundai
City ,6.50 Lakh,bangalore,Petrol,Automatic,42000,2013,Honda
Vento ,8.95 Lakh,bangalore,Petrol,Automatic,32000,2016,Volkswagen
