Name,Price,Location,Fuel Type,Transmission,Kms Driven,Year,Company Name
Seltos ,13.75 Lakh,bangalore,Petrol,Manual,17919,2020,Kia
City ,8.65 Lakh,bangalore,Petrol,Manual,19000,2018,Honda
Pulse ,4.90 Lakh,bangalore,Diesel,Manual,87000,2016,Renault
TUV 300 ,8.85 Lakh,bangalore,Diesel,Manual,76000,2018,Mahindra
Duster ,7.75 Lakh,bangalore,Diesel,Manual,73000,2015,Renault
M-Class ,24.50 Lakh,bangalore,Diesel,Automatic,83000,2013,Mercedes-Benz
Pajero ,8.50 Lakh,bangalore,Diesel,Manual,1450000,2008,Mitsubishi
Santro ,6.04 Lakh,bangalore,Petrol,Manual,8698,2020,Hyundai
Venue ,11.65 Lakh,bangalore,Petrol,Manual,11581,2021,Hyundai
Swift ,6.25 Lakh,bangalore,Petrol,Manual,28436,2016,Maruti
Innova ,9.75 Lakh,bangalore,Diesel,Manual,85000,2010,Toyota
Octavia ,3.24 Lakh,bangalore,Diesel,Manual,147565,2008,Skoda
Vitara Brezza ,9.32 Lakh,bangalore,Diesel,Manual,32194,2018,Maruti
Santro Xing ,1.30 Lakh,bangalore,Petrol,Manual,80000,2004,Hyundai
Kodiaq ,45.00 Lakh,bangalore,Petrol,Automatic,1500,2022,Skoda
XL6 ,11.85 Lakh,bangalore,Petrol,Manual,33373,2020,Maruti
Tiago ,6.50 Lakh,bangalore,Petrol,Manual,21000,2020,Tata
Verna ,10.99 Lakh,bangalore,Petrol,Automatic,47450,2018,Hyundai
KWID ,3.79 Lakh,bangalore,Petrol,Manual,27113,2017,Renault
Q3 ,28.75 Lakh,bangalore,Diesel,Automatic,55000,2017,Audi
Amaze ,5.50 Lakh,bangalore,Petrol,Manual,26260,2016,Honda
Duster ,6.49 Lakh,bangalore,Diesel,Manual,94114,2014,Renault
i10 ,3.69 Lakh,bangalore,Petrol,Automatic,74319,2011,Hyundai
i20 ,8.10 Lakh,bangalore,Petrol,Manual,48262,2019,Hyundai
Swift Dzire ,7.10 Lakh,bangalore,Petrol,Manual,40234,2017,Maruti
Ciaz ,7.85 Lakh,bangalore,Petrol,Manual,22184,2016,Maruti
Compass ,27.25 Lakh,bangalore,Diesel,Automatic,31000,2020,Jeep
Venue ,8.30 Lakh,bangalore,Petrol,Manual,28000,2019,Hyundai
i20 ,4.45 Lakh,bangalore,Diesel,Manual,66000,2013,Hyundai
X1 ,34.00 Lakh,bangalore,Diesel,Automatic,20000,2018,BMW
SX4 S Cross ,8.85 Lakh,bangalore,Diesel,Manual,72612,2019,Maruti
Etios ,5.00 Lakh,bangalore,Petrol,Manual,67453,2014,Toyota
KWID ,3.60 Lakh,bangalore,Petrol,Manual,33508,2017,Renault
i20 ,3.90 Lakh,bangalore,Petrol,Manual,136000,2010,Hyundai
Creta ,13.25 Lakh,bangalore,Petrol,Manual,75882,2019,Hyundai
Jazz ,6.45 Lakh,bangalore,Petrol,Manual,75163,2016,Honda
Fortuner ,29.95 Lakh,bangalore,Diesel,Manual,135000,2017,Toyota
Swift Dzire ,7.75 Lakh,bangalore,Petrol,Automatic,47000,2017,Maruti
Santa Fe ,7.75 Lakh,bangalore,Diesel,Automatic,153000,2012,Hyundai
City ,9.25 Lakh,bangalore,Petrol,Manual,49000,2017,Honda
Innova Crysta ,21.89 Lakh,bangalore,Diesel,Manual,15000,2019,Toyota
Xcent ,4.70 Lakh,bangalore,Petrol,Manual,62926,2015,Hyundai
S-Presso ,5.85 Lakh,bangalore,Petrol,Manual,19021,2022,Maruti
Grand i10 ,6.40 Lakh,bangalore,Petrol,Manual,14889,2018,Hyundai
Celerio ,4.00 Lakh,bangalore,Petrol,Manual,80000,2015,Maruti
Range Rover Evoque ,25.00 Lakh,bangalore,Diesel,Automatic,55000,2014,Land Rover
Micra ,3.75 Lakh,bangalore,Petrol,Automatic,38000,2015,Nissan
SX4 ,2.20 Lakh,bangalore,Petrol,Manual,64000,2008,Maruti
Baleno ,6.75 Lakh,bangalore,Petrol,Manual,47000,2017,Maruti
Innova ,9.98 Lakh,bangalore,Diesel,Manual,214259,2012,Toyota
Ameo ,7.20 Lakh,bangalore,Diesel,Manual,15000,2017,Volkswagen
Hector ,15.75 Lakh,bangalore,Diesel,Manual,22000,2019,MG
Hector ,18.25 Lakh,bangalore,Diesel,Manual,19780,2020,MG
Venue ,11.45 Lakh,bangalore,Petrol,Manual,8000,2020,Hyundai
Innova Crysta ,21.00 Lakh,bangalore,Diesel,Automatic,97000,2017,Toyota
RediGO ,4.45 Lakh,bangalore,Petrol,Manual,7514,2020,Datsun
Figo ,6.95 Lakh,bangalore,Diesel,Manual,55586,2019,Ford
Verna ,6.75 Lakh,bangalore,Diesel,Manual,69000,2014,Hyundai
Sonet ,13.49 Lakh,bangalore,Petrol,Manual,22752,2021,Kia
Alto 800 ,4.50 Lakh,bangalore,Petrol,Manual,16494,2020,Maruti
GLC ,57.50 Lakh,bangalore,Diesel,Automatic,33000,2019,Mercedes-Benz
3 Series GT ,44.50 Lakh,bangalore,Diesel,Automatic,12000,2019,BMW
Polo ,6.40 Lakh,bangalore,Petrol,Manual,50393,2016,Volkswagen
C-Class ,32.25 Lakh,bangalore,Petrol,Automatic,27200,2016,Mercedes-Benz
SX4 ,3.40 Lakh,bangalore,Petrol,Manual,75239,2011,Maruti
Jazz ,5.99 Lakh,bangalore,Petrol,Manual,58325,2016,Honda
i20 ,3.85 Lakh,bangalore,Petrol,Manual,30000,2010,Hyundai
Wagon R ,4.10 Lakh,bangalore,Petrol,Manual,50936,2015,Maruti
Venue ,11.80 Lakh,bangalore,Petrol,Manual,13000,2021,Hyundai
Grand i10 ,5.80 Lakh,bangalore,Petrol,Manual,51538,2017,Hyundai
Figo ,1.85 Lakh,bangalore,Diesel,Manual,120000,2011,Ford
Corolla ,1.50 Lakh,bangalore,Petrol,Manual,90000,2006,Toyota
Ciaz ,5.79 Lakh,bangalore,Diesel,Manual,45954,2016,Maruti
Spark ,90130,bangalore,Petrol,Manual,55627,2010,Chevrolet
Linea ,4.55 Lakh,bangalore,Petrol,Manual,26000,2017,Fiat
V90 Cross Country ,39.50 Lakh,bangalore,Diesel,Automatic,84000,2018,Volvo
i10 ,2.00 Lakh,bangalore,Petrol,Manual,60000,2008,Hyundai
City ,4.35 Lakh,bangalore,Petrol,Automatic,40000,2009,Honda
Fortuner ,16.95 Lakh,bangalore,Diesel,Manual,143000,2014,Toyota
Camry ,11.50 Lakh,bangalore,Petrol,Automatic,79897,2012,Toyota
Hector ,20.50 Lakh,bangalore,Petrol,Automatic,17000,2020,MG
Endeavour ,37.50 Lakh,bangalore,Diesel,Automatic,62000,2021,Ford
Creta ,18.00 Lakh,bangalore,Petrol,Automatic,18000,2020,Hyundai
Rapid ,8.90 Lakh,bangalore,Diesel,Manual,61000,2017,Skoda
Celerio ,4.85 Lakh,bangalore,Petrol,Automatic,67651,2015,Maruti
Corolla Altis ,7.70 Lakh,bangalore,Petrol,Automatic,72000,2015,Toyota
i20 ,4.95 Lakh,bangalore,Petrol,Automatic,70000,2012,Hyundai
Celerio ,5.85 Lakh,bangalore,Petrol,Automatic,17000,2017,Maruti
XUV500 ,9.85 Lakh,bangalore,Diesel,Manual,96000,2018,Mahindra
XC60 ,47.00 Lakh,bangalore,Diesel,Automatic,51000,2017,Volvo
Sonet ,12.75 Lakh,bangalore,Diesel,Manual,22591,2020,Kia
TUV 300 ,7.10 Lakh,bangalore,Diesel,Automatic,47947,2017,Mahindra
Hector ,19.50 Lakh,bangalore,Petrol,Automatic,12000,2021,MG
XUV500 ,10.25 Lakh,bangalore,Diesel,Manual,97128,2016,Mahindra
i20 ,4.42 Lakh,bangalore,Diesel,Manual,87179,2014,Hyundai
KUV 100 ,4.05 Lakh,bangalore,Petrol,Manual,18753,2016,Mahindra
i10 ,2.80 Lakh,bangalore,LPG,Manual,75644,2012,Hyundai
Hector ,15.49 Lakh,bangalore,Petrol,Manual,12265,2020,MG
Civic ,2.29 Lakh,bangalore,Petrol,Automatic,60000,2008,Honda
Baleno ,6.45 Lakh,bangalore,Petrol,Manual,42449,2016,Maruti
City ,5.35 Lakh,bangalore,Petrol,Automatic,82000,2013,Honda
Fortuner ,40.00 Lakh,bangalore,Diesel,Automatic,113000,2020,Toyota
KWID ,3.25 Lakh,bangalore,Petrol,Manual,54000,2016,Renault
i20 ,4.95 Lakh,bangalore,Diesel,Manual,108000,2012,Hyundai
i20 Active ,6.85 Lakh,bangalore,Petrol,Manual,79000,2016,Hyundai
KWID ,3.55 Lakh,bangalore,Petrol,Manual,39914,2015,Renault
TUV 300 ,7.45 Lakh,bangalore,Diesel,Manual,48328,2016,Mahindra
Scorpio ,11.50 Lakh,bangalore,Diesel,Manual,82000,2016,Mahindra
Vitara Brezza ,7.85 Lakh,bangalore,Diesel,Manual,57000,2016,Maruti
3 Series ,22.50 Lakh,bangalore,Diesel,Automatic,90000,2014,BMW
Jazz ,5.95 Lakh,bangalore,Petrol,Manual,107000,2016,Honda
XUV500 ,12.25 Lakh,bangalore,Diesel,Manual,61000,2018,Mahindra
XUV500 ,16.50 Lakh,bangalore,Diesel,Manual,97000,2018,Mahindra
Beat ,2.60 Lakh,bangalore,Petrol,Manual,58000,2011,Chevrolet
KWID ,3.45 Lakh,bangalore,Petrol,Manual,27000,2017,Renault
i20 ,3.65 Lakh,bangalore,Petrol,Manual,23000,2011,Hyundai
Tiago ,5.05 Lakh,bangalore,Petrol,Manual,36000,2018,Tata
XF ,27.50 Lakh,bangalore,Diesel,Automatic,44000,2015,Jaguar
XF ,16.95 Lakh,bangalore,Diesel,Automatic,91000,2013,Jaguar
City ,5.70 Lakh,bangalore,Petrol,Manual,77000,2013,Honda
Q7 ,29.50 Lakh,bangalore,Diesel,Automatic,35000,2015,Audi
Creta ,8.45 Lakh,bangalore,Petrol,Manual,48000,2016,Hyundai
Wagon R ,3.95 Lakh,bangalore,Petrol,Manual,42000,2014,Maruti
Punto EVO ,4.25 Lakh,bangalore,Diesel,Manual,61028,2015,Fiat
City ,3.85 Lakh,bangalore,Petrol,Manual,67024,2008,Honda
Santro Xing ,2.99 Lakh,bangalore,Petrol,Manual,26098,2010,Hyundai
Swift ,6.50 Lakh,bangalore,Petrol,Manual,18258,2018,Maruti
Octavia ,14.75 Lakh,bangalore,Diesel,Automatic,60000,2015,Skoda
Seltos ,11.99 Lakh,bangalore,Petrol,Manual,55392,2019,Kia
Innova ,8.45 Lakh,bangalore,Diesel,Manual,277325,2011,Toyota
Creta ,12.75 Lakh,bangalore,Petrol,Manual,16470,2018,Hyundai
Vento ,6.45 Lakh,bangalore,Petrol,Manual,57322,2014,Volkswagen
Polo ,10.65 Lakh,bangalore,Petrol,Automatic,35488,2018,Volkswagen
X3 ,19.75 Lakh,bangalore,Diesel,Automatic,53000,2012,BMW
Brio ,4.25 Lakh,bangalore,Petrol,Manual,51000,2014,Honda
Fortuner ,22.50 Lakh,bangalore,Diesel,Manual,47000,2016,Toyota
Innova ,14.00 Lakh,bangalore,Diesel,Manual,84000,2014,Toyota
Verna ,6.85 Lakh,bangalore,Diesel,Manual,61050,2014,Hyundai
i20 ,7.10 Lakh,bangalore,Petrol,Manual,9000,2016,Hyundai
Creta ,9.75 Lakh,bangalore,Petrol,Manual,60000,2016,Hyundai
Venue ,11.45 Lakh,bangalore,Petrol,Automatic,18777,2019,Hyundai
Creta ,14.25 Lakh,bangalore,Petrol,Automatic,33000,2019,Hyundai
Elantra ,7.90 Lakh,bangalore,Diesel,Manual,172000,2014,Hyundai
X1 ,43.00 Lakh,bangalore,Petrol,Automatic,7400,2021,BMW
Swift Dzire ,6.15 Lakh,bangalore,Diesel,Manual,92065,2015,Maruti
Polo ,7.85 Lakh,bangalore,Diesel,Manual,106667,2017,Volkswagen
Verna ,6.75 Lakh,bangalore,Petrol,Automatic,84000,2014,Hyundai
Passat ,10.75 Lakh,bangalore,Diesel,Automatic,44000,2012,Volkswagen
KWID ,4.15 Lakh,bangalore,Petrol,Manual,43863,2018,Renault
KWID ,3.60 Lakh,bangalore,Petrol,Manual,39170,2017,Renault
KUV 100 ,4.85 Lakh,bangalore,Diesel,Manual,39221,2016,Mahindra
Glanza ,9.00 Lakh,bangalore,Petrol,Manual,15030,2021,Toyota
KWID ,3.95 Lakh,bangalore,Petrol,Automatic,25017,2017,Renault
Verna ,6.25 Lakh,bangalore,Diesel,Manual,98000,2015,Hyundai
Xenon XT ,6.95 Lakh,bangalore,Diesel,Manual,78000,2016,Tata
Innova ,15.00 Lakh,bangalore,Diesel,Manual,116000,2014,Toyota
Nano ,2.90 Lakh,bangalore,Petrol,Automatic,20000,2015,Tata
Range Rover ,1.10 Cr,bangalore,Diesel,Automatic,37000,2013,Land Rover
Beat ,2.75 Lakh,bangalore,Petrol,Manual,64010,2013,Chevrolet
Santro ,4.95 Lakh,bangalore,Petrol,Manual,3864,2019,Hyundai
Amaze ,6.95 Lakh,bangalore,Petrol,Manual,15640,2019,Honda
Civic ,3.45 Lakh,bangalore,Petrol,Manual,58999,2007,Honda
Eeco ,5.15 Lakh,bangalore,Petrol,Manual,41441,2020,Maruti
Polo ,5.75 Lakh,bangalore,Petrol,Manual,63000,2015,Volkswagen
2 Series ,43.75 Lakh,bangalore,Petrol,Automatic,14569,2021,BMW
XUV300 ,11.65 Lakh,bangalore,Diesel,Automatic,57274,2019,Mahindra
Kiger ,9.35 Lakh,bangalore,Petrol,Automatic,35284,2021,Renault
i20 ,7.90 Lakh,bangalore,Petrol,Manual,12774,2019,Hyundai
City ,7.20 Lakh,bangalore,Petrol,Manual,43275,2015,Honda
Celerio ,5.95 Lakh,bangalore,Petrol,Automatic,16447,2019,Maruti
C-Class ,9.99 Lakh,bangalore,Diesel,Automatic,96000,2009,Mercedes-Benz
XUV500 ,8.55 Lakh,bangalore,Diesel,Manual,55000,2013,Mahindra
Tucson ,17.95 Lakh,bangalore,Petrol,Automatic,51620,2018,Hyundai
Duster ,9.90 Lakh,bangalore,Diesel,Manual,22283,2017,Renault
Amaze ,7.60 Lakh,bangalore,Petrol,Automatic,26600,2018,Honda
Creta ,14.45 Lakh,bangalore,Petrol,Automatic,15523,2018,Hyundai
Grand i10 Nios ,7.10 Lakh,bangalore,Petrol,Manual,15647,2020,Hyundai
XUV500 ,18.25 Lakh,bangalore,Diesel,Automatic,49276,2018,Mahindra
Harrier ,17.55 Lakh,bangalore,Diesel,Manual,36646,2019,Tata
Eeco ,5.25 Lakh,bangalore,Petrol,Manual,7214,2021,Maruti
Brio ,4.50 Lakh,bangalore,Petrol,Manual,35408,2015,Honda
Q5 ,14.25 Lakh,bangalore,Diesel,Automatic,103000,2011,Audi
Brio ,4.65 Lakh,bangalore,Petrol,Manual,30117,2016,Honda
Octavia ,11.50 Lakh,bangalore,Diesel,Manual,84000,2016,Skoda
Celerio ,4.50 Lakh,bangalore,Petrol,Automatic,54000,2014,Maruti
City ,5.25 Lakh,bangalore,Petrol,Automatic,62592,2011,Honda
Swift ,3.95 Lakh,bangalore,Petrol,Manual,65000,2011,Maruti
Swift ,3.85 Lakh,bangalore,Petrol,Manual,38000,2008,Maruti
5 Series ,9.25 Lakh,bangalore,Diesel,Automatic,109000,2009,BMW
Zen Estilo ,1.95 Lakh,bangalore,Petrol,Manual,89326,2008,Maruti
AMG A 35 ,56.50 Lakh,bangalore,Petrol,Automatic,1800,2021,Mercedes-Benz
City ,89000,bangalore,Petrol,Manual,80000,2004,Honda
Baleno ,8.25 Lakh,bangalore,Petrol,Automatic,22000,2018,Maruti
A Class ,14.50 Lakh,bangalore,Diesel,Automatic,35000,2013,Mercedes-Benz
Polo ,7.25 Lakh,bangalore,Petrol,Manual,66000,2017,Volkswagen
3 Series ,11.50 Lakh,bangalore,Petrol,Automatic,20000,2010,BMW
Discovery Sport ,37.50 Lakh,bangalore,Diesel,Automatic,45000,2016,Land Rover
Q3 ,15.60 Lakh,bangalore,Diesel,Automatic,135000,2015,Audi
Fabia ,2.00 Lakh,bangalore,Petrol,Manual,121221,2010,Skoda
i20 ,8.15 Lakh,bangalore,Petrol,Automatic,11000,2019,Hyundai
3 Series ,11.90 Lakh,bangalore,Diesel,Automatic,70000,2011,BMW
Jazz ,8.00 Lakh,bangalore,Petrol,Manual,25465,2017,Honda
Verna ,4.35 Lakh,bangalore,Petrol,Manual,76000,2012,Hyundai
Civic ,5.50 Lakh,bangalore,Petrol,Automatic,87422,2011,Honda
Innova Crysta ,18.00 Lakh,bangalore,Petrol,Automatic,116000,2016,Toyota
Baleno ,6.15 Lakh,bangalore,Petrol,Manual,68000,2017,Maruti
Innova ,12.50 Lakh,bangalore,Diesel,Manual,91102,2015,Toyota
B Class ,10.50 Lakh,bangalore,Diesel,Automatic,70000,2013,Mercedes-Benz
Pajero ,15.50 Lakh,bangalore,Diesel,Automatic,96000,2015,Mitsubishi
Innova Crysta ,18.90 Lakh,bangalore,Diesel,Automatic,95740,2016,Toyota
Ssangyong Rexton ,7.70 Lakh,bangalore,Diesel,Automatic,68000,2015,Mahindra
Hector ,17.75 Lakh,bangalore,Diesel,Manual,23952,2019,MG
Harrier ,16.50 Lakh,bangalore,Diesel,Manual,36450,2019,Tata
XUV500 ,8.00 Lakh,bangalore,Diesel,Manual,98658,2013,Mahindra
Ciaz ,8.70 Lakh,bangalore,Petrol,Manual,23753,2018,Maruti
Nexon ,9.00 Lakh,bangalore,Petrol,Manual,9540,2019,Tata
Jazz ,9.20 Lakh,bangalore,Petrol,Automatic,24549,2019,Honda
Duster ,7.25 Lakh,bangalore,Diesel,Manual,65027,2015,Renault
Grand i10 ,6.75 Lakh,bangalore,Petrol,Manual,37003,2020,Hyundai
Celerio ,4.90 Lakh,bangalore,Petrol,Manual,62000,2017,Maruti
Creta ,12.25 Lakh,bangalore,Diesel,Automatic,34339,2015,Hyundai
Ertiga ,11.25 Lakh,bangalore,Petrol,Automatic,4127,2020,Maruti
Ecosport ,10.75 Lakh,bangalore,Petrol,Manual,8610,2020,Ford
Ecosport ,9.95 Lakh,bangalore,Diesel,Manual,44494,2018,Ford
3 Series Gran Limousine ,54.75 Lakh,bangalore,Petrol,Automatic,20000,2021,BMW
Cayenne ,66.50 Lakh,bangalore,Petrol,Automatic,38000,2016,Porsche
Triber ,7.25 Lakh,bangalore,Petrol,Manual,40484,2019,Renault
Figo ,4.75 Lakh,bangalore,Petrol,Manual,48675,2016,Ford
Grand i10 ,6.20 Lakh,bangalore,Petrol,Automatic,30000,2016,Hyundai
Ciaz ,7.25 Lakh,bangalore,Petrol,Manual,53266,2015,Maruti
City ,5.95 Lakh,bangalore,Petrol,Automatic,150000,2013,Honda
Vento ,7.65 Lakh,bangalore,Petrol,Manual,54387,2015,Volkswagen
EON ,2.87 Lakh,bangalore,Petrol,Manual,41271,2012,Hyundai
i10 ,3.75 Lakh,bangalore,Petrol,Manual,75000,2014,Hyundai
City ,14.43 Lakh,bangalore,Petrol,Automatic,18657,2020,Honda
Figo ,2.22 Lakh,bangalore,Petrol,Manual,50000,2010,Ford
Wagon R ,5.15 Lakh,bangalore,Petrol,Automatic,29388,2017,Maruti
Swift ,6.50 Lakh,bangalore,Petrol,Manual,50000,2019,Maruti
Verna ,6.70 Lakh,bangalore,Petrol,Automatic,99665,2015,Hyundai
Civic ,3.25 Lakh,bangalore,Petrol,Manual,73584,2007,Honda
Ertiga ,8.25 Lakh,bangalore,Petrol,Manual,37369,2017,Maruti
XUV500 ,8.35 Lakh,bangalore,Diesel,Manual,112832,2013,Mahindra
XUV500 ,15.95 Lakh,bangalore,Diesel,Manual,60704,2018,Mahindra
Range Rover Sport ,17.00 Lakh,bangalore,Diesel,Automatic,100000,2009,Land Rover
Tiago ,4.75 Lakh,bangalore,Petrol,Manual,56382,2016,Tata
Ignis ,6.85 Lakh,bangalore,Petrol,Automatic,47741,2018,Maruti
Polo ,6.85 Lakh,bangalore,Petrol,Manual,62528,2018,Volkswagen
Grand i10 ,4.85 Lakh,bangalore,Petrol,Manual,61308,2015,Hyundai
Baleno ,7.90 Lakh,bangalore,Diesel,Manual,38719,2017,Maruti
RediGO ,3.15 Lakh,bangalore,Petrol,Manual,54643,2016,Datsun
Baleno ,6.85 Lakh,bangalore,Petrol,Manual,56954,2017,Maruti
Ritz ,4.80 Lakh,bangalore,Petrol,Manual,60500,2015,Maruti
XUV500 ,17.75 Lakh,bangalore,Diesel,Automatic,40662,2018,Mahindra
Sonet ,13.35 Lakh,bangalore,Diesel,Manual,17328,2020,Kia
Marazzo ,12.00 Lakh,bangalore,Diesel,Manual,63190,2018,Mahindra
Fabia ,3.20 Lakh,bangalore,Diesel,Manual,58000,2014,Skoda
Urban cruiser ,10.75 Lakh,bangalore,Petrol,Manual,28845,2021,Toyota
Duster ,5.10 Lakh,bangalore,Diesel,Manual,113320,2013,Renault
Alto K10 ,3.65 Lakh,bangalore,Petrol,Manual,54902,2016,Maruti
5 Series ,55.95 Lakh,bangalore,Diesel,Automatic,3000,2018,BMW
EON ,2.95 Lakh,bangalore,Petrol,Manual,60254,2014,Hyundai
Figo ,4.75 Lakh,bangalore,Petrol,Manual,48655,2016,Ford
Aspire ,5.55 Lakh,bangalore,Petrol,Manual,26000,2019,Ford
Jazz ,7.40 Lakh,bangalore,Petrol,Automatic,45000,2017,Honda
Grand i10 Nios ,7.50 Lakh,bangalore,Petrol,Manual,5500,2022,Hyundai
Celerio ,5.90 Lakh,bangalore,Petrol,Automatic,17000,2017,Maruti
Verna ,5.95 Lakh,bangalore,Diesel,Manual,80000,2013,Hyundai
Nano ,1.75 Lakh,bangalore,Petrol,Manual,48000,2014,Tata
New Laura ,4.25 Lakh,bangalore,Diesel,Automatic,76000,2007,Skoda
X1 ,32.45 Lakh,bangalore,Diesel,Automatic,49000,2017,BMW
Slavia ,15.45 Lakh,bangalore,Petrol,Automatic,1618,2022,Skoda
Innova ,10.25 Lakh,bangalore,Diesel,Manual,129000,2011,Toyota
Glanza ,9.25 Lakh,bangalore,Petrol,Manual,26000,2021,Toyota
Thar ,10.50 Lakh,bangalore,Diesel,Manual,37000,2018,Mahindra
Aspire ,5.95 Lakh,bangalore,Petrol,Automatic,51000,2016,Ford
XUV500 ,18.75 Lakh,bangalore,Diesel,Automatic,49462,2019,Mahindra
Superb ,25.65 Lakh,bangalore,Diesel,Automatic,50810,2017,Skoda
i10 ,3.50 Lakh,bangalore,LPG,Manual,58000,2013,Hyundai
Q3 ,19.45 Lakh,bangalore,Diesel,Automatic,61280,2014,Audi
Hector ,17.50 Lakh,bangalore,Diesel,Manual,36388,2019,MG
XUV500 ,13.50 Lakh,bangalore,Diesel,Automatic,73986,2017,Mahindra
City ,11.75 Lakh,bangalore,Petrol,Automatic,44434,2018,Honda
Tiago ,4.20 Lakh,bangalore,Petrol,Manual,69980,2017,Tata
City ,8.10 Lakh,bangalore,Petrol,Manual,49132,2018,Honda
Yaris ,7.95 Lakh,bangalore,Petrol,Manual,13382,2019,Toyota
Duster ,10.60 Lakh,bangalore,Diesel,Automatic,52427,2019,Renault
Swift Dzire ,6.10 Lakh,bangalore,Petrol,Automatic,41215,2017,Maruti
Hector ,16.75 Lakh,bangalore,Petrol,Manual,30000,2019,MG
Grand i10 ,5.50 Lakh,bangalore,Petrol,Manual,42748,2018,Hyundai
Corolla Altis ,11.50 Lakh,bangalore,Petrol,Manual,34746,2016,Toyota
Grand i10 ,5.85 Lakh,bangalore,Petrol,Manual,54335,2017,Hyundai
Creta ,11.25 Lakh,bangalore,Petrol,Automatic,41779,2017,Hyundai
Creta ,11.10 Lakh,bangalore,Petrol,Manual,25105,2018,Hyundai
i20 Active ,8.35 Lakh,bangalore,Diesel,Manual,48787,2018,Hyundai
Swift ,6.99 Lakh,bangalore,Diesel,Manual,55581,2017,Maruti
Q5 ,52.50 Lakh,bangalore,Diesel,Automatic,36000,2018,Audi
City ,6.75 Lakh,bangalore,Petrol,Manual,52592,2015,Honda
Baleno ,6.15 Lakh,bangalore,Petrol,Manual,46262,2017,Maruti
Vitara Brezza ,9.75 Lakh,bangalore,Diesel,Automatic,50165,2018,Maruti
Innova Crysta ,19.00 Lakh,bangalore,Diesel,Manual,123601,2017,Toyota
Superb ,14.50 Lakh,bangalore,Petrol,Automatic,52279,2015,Skoda
Yaris ,9.45 Lakh,bangalore,Petrol,Manual,18546,2018,Toyota
Yaris ,9.00 Lakh,bangalore,Petrol,Manual,25556,2018,Toyota
WR-V ,8.75 Lakh,bangalore,Petrol,Manual,39791,2019,Honda
City ,7.85 Lakh,bangalore,Petrol,Manual,52453,2018,Honda
Ecosport ,7.75 Lakh,bangalore,Diesel,Manual,47513,2017,Ford
City ,7.25 Lakh,bangalore,Petrol,Manual,63565,2016,Honda
Ameo ,6.30 Lakh,bangalore,Petrol,Manual,10317,2019,Volkswagen
Grand i10 ,5.10 Lakh,bangalore,Petrol,Manual,50428,2017,Hyundai
Duster ,7.25 Lakh,bangalore,Diesel,Manual,62000,2016,Renault
Swift Dzire ,6.45 Lakh,bangalore,Petrol,Manual,46844,2017,Maruti
EON ,3.35 Lakh,bangalore,Petrol,Manual,32502,2015,Hyundai
800,2.10 Lakh,bangalore,Petrol,Manual,25000,2011,Maruti
Versa ,2.00 Lakh,bangalore,Petrol,Manual,89656,2004,Maruti
Nexon EV Prime ,14.99 Lakh,bangalore,Electric,Automatic,21504,2021,Tata
XL6 ,10.53 Lakh,bangalore,Petrol,Manual,17343,2020,Maruti
Polo ,7.25 Lakh,bangalore,Petrol,Manual,15000,2017,Volkswagen
Punto EVO ,4.10 Lakh,bangalore,Diesel,Manual,42000,2017,Fiat
Zen Estilo ,1.75 Lakh,bangalore,Petrol,Manual,99460,2007,Maruti
Punto ,2.65 Lakh,bangalore,Petrol,Manual,58000,2010,Fiat
Rapid ,7.65 Lakh,bangalore,Diesel,Automatic,84000,2015,Skoda
Creta ,11.35 Lakh,bangalore,Petrol,Automatic,18000,2019,Hyundai
Elantra ,6.65 Lakh,bangalore,Petrol,Manual,34000,2015,Hyundai
Thar ,10.50 Lakh,bangalore,Diesel,Manual,44000,2018,Mahindra
Cedia ,4.15 Lakh,bangalore,Petrol,Manual,91000,2012,Mitsubishi
X1 ,21.00 Lakh,bangalore,Diesel,Automatic,100000,2016,BMW
Swift ,3.85 Lakh,bangalore,Diesel,Manual,99000,2011,Maruti
Celerio ,3.99 Lakh,bangalore,Petrol,Automatic,52000,2014,Maruti
Fortuner ,22.00 Lakh,bangalore,Diesel,Manual,72500,2015,Toyota
Xylo ,3.75 Lakh,bangalore,Diesel,Manual,90000,2009,Mahindra
e2o Plus ,3.95 Lakh,bangalore,Electric,Automatic,20000,2016,Mahindra
SX4 ,2.95 Lakh,bangalore,Petrol,Manual,68000,2009,Maruti
Creta ,14.25 Lakh,bangalore,Petrol,Automatic,34455,2018,Hyundai
Nexon ,9.95 Lakh,bangalore,Diesel,Manual,19429,2018,Tata
XUV500 ,12.10 Lakh,bangalore,Diesel,Manual,85000,2016,Mahindra
Wagon R ,7.35 Lakh,bangalore,Petrol,Manual,3000,2021,Maruti
A4 ,12.99 Lakh,bangalore,Diesel,Automatic,65000,2012,Audi
Zest ,5.45 Lakh,bangalore,Petrol,Manual,62000,2015,Tata
Swift ,5.45 Lakh,bangalore,Diesel,Manual,75000,2014,Maruti
Verna ,5.45 Lakh,bangalore,Diesel,Manual,79000,2012,Hyundai
Brio ,4.25 Lakh,bangalore,Petrol,Manual,26000,2013,Honda
Fortuner ,37.50 Lakh,bangalore,Diesel,Automatic,52000,2019,Toyota
Fortuner ,37.00 Lakh,bangalore,Diesel,Automatic,50000,2019,Toyota
Ertiga ,7.95 Lakh,bangalore,Petrol,Manual,45000,2017,Maruti
X1 ,29.50 Lakh,bangalore,Diesel,Automatic,48000,2017,BMW
