,Name,Price,Location,Fuel Type,Transmission,Kms Driven,Year,Company Name
4592,XF ,1200000,hyderabad,Diesel,Automatic,75000,2012,Jaguar
4593,Terrano ,580000,hyderabad,Diesel,Manual,80122,2014,Nissan
4594,Verna ,415000,hyderabad,Diesel,Manual,94180,2012,Hyundai
4595,Swift Dzire ,695000,hyderabad,Diesel,Automatic,76287,2016,Maruti
4596,Ertiga ,830000,hyderabad,Diesel,Manual,125000,2016,Maruti
4597,City ,1450000,hyderabad,Petrol,Automatic,23000,2020,Honda
4598,City ,850000,hyderabad,Petrol,Manual,53000,2017,Honda
4599,KWID ,355000,hyderabad,Petrol,Automatic,57292,2017,Renault
4600,i20 ,415000,hyderabad,Diesel,Manual,69000,2014,Hyundai
4601,Alto 800 ,260000,hyderabad,Petrol,Manual,78000,2013,Maruti
4602,GO Plus ,335000,hyderabad,Petrol,Manual,65000,2016,Datsun
4603,Swift Dzire ,760000,hyderabad,Diesel,Manual,68000,2017,Maruti
4604,Rapid ,894999,hyderabad,Petrol,Manual,34000,2018,Skoda
4605,Altroz ,885000,hyderabad,Petrol,Manual,20000,2020,Tata
4606,Baleno ,618000,hyderabad,Petrol,Manual,40526,2017,Maruti
4607,i10 ,250000,hyderabad,Petrol,Manual,78840,2010,Hyundai
4608,Swift ,490000,hyderabad,Petrol,Manual,82113,2014,Maruti
4609,Bolero ,860000,hyderabad,Diesel,Manual,61605,2018,Mahindra
4610,Vitara Brezza ,777000,hyderabad,Diesel,Manual,110219,2016,Maruti
4611,Range Rover Evoque ,1800000,hyderabad,Diesel,Automatic,94000,2013,Land Rover
4612,Innova Crysta ,1685000,hyderabad,Diesel,Manual,127000,2016,Toyota
4613,Compass ,1750000,hyderabad,Diesel,Manual,55000,2018,Jeep
4614,Scorpio ,565000,hyderabad,Diesel,Manual,130000,2013,Mahindra
4615,V-Class ,6400000,hyderabad,Diesel,Automatic,46500,2019,Mercedes-Benz
4616,Alto K10 ,346000,hyderabad,Petrol,Manual,47766,2016,Maruti
4617,Alto K10 ,260000,hyderabad,Petrol,Manual,20711,2011,Maruti
4618,Verna ,1180000,hyderabad,Petrol,Manual,33000,2019,Hyundai
4619,Celerio ,480000,hyderabad,Petrol,Manual,23064,2019,Maruti
4620,Celerio ,375000,hyderabad,Diesel,Manual,88365,2016,Maruti
4621,i20 ,950000,hyderabad,Petrol,Automatic,11707,2018,Hyundai
4622,Ignis ,680000,hyderabad,Petrol,Manual,11445,2020,Maruti
4623,Creta ,1383000,pune,Petrol,Automatic,25020,2019,Hyundai
4624,Celerio ,563000,pune,CNG,Manual,32438,2019,Maruti
4625,Rapid ,492000,pune,Petrol,Manual,95820,2015,Skoda
4626,Polo ,470000,pune,Diesel,Manual,91031,2015,Volkswagen
4627,Polo ,533000,pune,Diesel,Manual,59961,2016,Volkswagen
4628,City ,694000,pune,Petrol,Automatic,72389,2015,Honda
4629,WR-V ,768000,pune,Petrol,Manual,43454,2018,Honda
4630,Rapid ,467000,pune,Diesel,Manual,63855,2015,Skoda
4631,Amaze ,428000,pune,Petrol,Manual,52149,2016,Honda
4632,KUV 100 ,458000,pune,Diesel,Manual,63638,2016,Mahindra
4633,City ,560000,pune,Petrol,Manual,98718,2014,Honda
4634,Ciaz ,746000,pune,Petrol,Manual,40929,2018,Maruti
4635,SX4 S Cross ,720000,pune,Diesel,Manual,96458,2015,Maruti
4636,Harrier ,2236000,pune,Diesel,Automatic,14580,2021,Tata
4637,Seltos ,1285000,pune,Petrol,Manual,12000,2020,Kia
4638,S60 Cross Country ,2350000,pune,Diesel,Automatic,47000,2016,Volvo
4639,3 Series ,1850000,pune,Diesel,Automatic,61000,2015,BMW
4640,Endeavour ,3650000,pune,Diesel,Automatic,42000,2019,Ford
4641,G ,16000000,pune,Petrol,Automatic,45000,2017,Mercedes-Benz
4642,X1 ,2250000,pune,Diesel,Automatic,42000,2016,BMW
4643,City ,694000,pune,Petrol,Automatic,72389,2015,Honda
4644,XUV300 ,1031000,pune,Petrol,Manual,51463,2019,Mahindra
4645,Ritz ,319000,pune,Petrol,Manual,32051,2015,Maruti
4646,CR-V ,868000,pune,Petrol,Automatic,87219,2015,Honda
4647,SX4 S Cross ,720000,pune,Diesel,Manual,96458,2015,Maruti
4648,Baleno ,588000,pune,Petrol,Manual,30271,2017,Maruti
4649,City ,560000,pune,Petrol,Manual,98718,2014,Honda
4650,Compass Trailhawk ,2281000,pune,Diesel,Automatic,70115,2019,Jeep
4651,Compass ,1283000,pune,Diesel,Manual,82987,2017,Jeep
4652,Corolla Altis ,1022000,pune,Petrol,Automatic,32726,2016,Toyota
4653,Hector ,1764999,pune,Diesel,Manual,16856,2020,MG
4654,Triber ,807000,pune,Petrol,Automatic,10539,2021,Renault
4655,Ciaz ,584000,pune,Petrol,Manual,92477,2015,Maruti
4656,Ritz ,260000,pune,Petrol,Manual,110915,2012,Maruti
4657,Wagon R ,344000,pune,Petrol,Manual,6811,2014,Maruti
4658,Yaris ,936999,pune,Petrol,Automatic,14565,2018,Toyota
4659,Grand i10 ,438999,pune,Petrol,Manual,25134,2015,Hyundai
4660,Swift Dzire ,484000,pune,Petrol,Manual,36872,2015,Maruti
4661,XUV500 ,1601000,pune,Diesel,Automatic,41379,2018,Mahindra
4662,Swift ,430999,pune,Petrol,Manual,23310,2014,Maruti
4663,Ciaz ,706000,pune,Petrol,Manual,78091,2017,Maruti
4664,New Safari ,491000,pune,Diesel,Manual,34686,2014,Tata
4665,WR-V ,768000,pune,Petrol,Manual,43454,2018,Honda
4666,Polo ,430999,pune,Petrol,Automatic,90784,2014,Volkswagen
4667,Harrier ,2236000,pune,Diesel,Automatic,14580,2021,Tata
4668,Celerio ,356000,pune,Petrol,Manual,43632,2015,Maruti
4669,Baleno ,665000,pune,Petrol,Manual,21167,2018,Maruti
4670,i20 ,498000,pune,Petrol,Manual,54445,2015,Hyundai
4671,Triber ,627000,pune,Petrol,Manual,21985,2019,Renault
4672,Creta ,863000,pune,Petrol,Manual,84150,2017,Hyundai
4673,Wagon R ,409999,pune,Petrol,Manual,30263,2018,Maruti
4674,Amaze ,423000,pune,Petrol,Automatic,67206,2014,Honda
4675,Wagon R ,380000,pune,Petrol,Manual,29874,2017,Maruti
4676,Ciaz ,746000,pune,Petrol,Manual,40929,2018,Maruti
4677,Polo ,533000,pune,Diesel,Manual,59961,2016,Volkswagen
4678,Rapid ,467000,pune,Diesel,Manual,63855,2015,Skoda
4679,Vitara Brezza ,911999,pune,Diesel,Automatic,34555,2018,Maruti
4680,Tiago ,474000,pune,Petrol,Manual,28966,2019,Tata
4681,Wagon R ,375000,pune,Petrol,Manual,43404,2018,Maruti
4682,Verna ,585000,pune,Diesel,Manual,84500,2014,Hyundai
4683,i20 ,400000,pune,Petrol,Manual,74000,2013,Hyundai
4684,Etios Liva ,334000,pune,Petrol,Manual,62000,2012,Toyota
4685,Ciaz ,675000,pune,Petrol,Manual,50716,2016,Maruti
4686,BR-V ,900000,pune,Diesel,Manual,10301,2016,Honda
4687,Polo ,375000,pune,Petrol,Manual,54000,2013,Volkswagen
4688,Micra ,250000,pune,Petrol,Manual,63448,2010,Nissan
4689,Wagon R ,450000,pune,Petrol,Manual,66000,2016,Maruti
4690,Yaris ,1099000,pune,Petrol,Automatic,10000,2019,Toyota
4691,Grand i10 ,530000,pune,Petrol,Manual,14948,2016,Hyundai
4692,Wagon R ,349000,pune,CNG,Manual,70000,2013,Maruti
4693,Etios Liva ,280000,pune,Petrol,Manual,52000,2011,Toyota
4694,City ,725000,pune,Petrol,Manual,65614,2015,Honda
4696,Baleno ,650000,pune,Petrol,Manual,17790,2017,Maruti
4697,i10 ,285000,pune,Petrol,Manual,124294,2011,Hyundai
4698,City ,650000,pune,Petrol,Manual,103524,2015,Honda
4699,Swift Dzire ,515000,pune,Petrol,Manual,76990,2015,Maruti
4700,City ,450000,pune,Petrol,Manual,25997,2011,Honda
4701,City ,950000,pune,Petrol,Automatic,62426,2018,Honda
4702,Polo ,525000,pune,Petrol,Manual,79599,2016,Volkswagen
4703,Terrano ,575000,pune,Diesel,Manual,130000,2015,Nissan
4704,Swift ,565000,pune,Petrol,Manual,52410,2017,Maruti
4705,Ciaz ,610000,pune,Petrol,Manual,36000,2016,Maruti
4706,Ritz ,260000,pune,Petrol,Manual,70000,2012,Maruti
4707,Wagon R ,445000,pune,Petrol,Manual,68000,2017,Maruti
4708,i20 ,265000,pune,Petrol,Manual,89000,2011,Hyundai
4709,Rapid ,350000,pune,Diesel,Manual,81000,2012,Skoda
4710,Rapid ,894999,pune,Diesel,Manual,78000,2019,Skoda
4711,EON ,250000,pune,Petrol,Manual,94949,2012,Hyundai
4712,Jazz ,509999,pune,Petrol,Manual,52089,2017,Honda
4713,i10 ,215000,pune,Petrol,Manual,71000,2009,Hyundai
4714,i20 ,825000,pune,Petrol,Manual,22682,2021,Hyundai
4715,Ertiga ,625000,pune,Petrol,Manual,86000,2014,Maruti
4716,i20 ,254999,pune,Petrol,Manual,37000,2010,Hyundai
4717,Eeco ,390000,pune,Petrol,Manual,64000,2015,Maruti
4718,City ,490000,pune,Diesel,Manual,75000,2014,Honda
4719,i20 ,620000,pune,Petrol,Manual,46000,2017,Hyundai
4720,Nexon ,825000,pune,Petrol,Manual,22000,2019,Tata
4721,Tigor ,590000,pune,Petrol,Manual,36000,2018,Tata
4722,Corolla Altis ,375000,pune,Petrol,Automatic,57000,2009,Toyota
4723,Alcazar ,1900000,pune,Diesel,Automatic,11000,2021,Hyundai
4724,Innova Crysta ,2100000,pune,Diesel,Automatic,75000,2018,Toyota
4725,Tiago ,565000,pune,Petrol,Automatic,6800,2018,Tata
4726,CR-V ,350000,pune,Petrol,Automatic,100000,2008,Honda
4727,A6 ,1450000,pune,Diesel,Automatic,97000,2013,Audi
4728,Creta ,1900000,pune,Diesel,Automatic,36753,2020,Hyundai
4729,i10 ,375000,pune,Petrol,Manual,34000,2013,Hyundai
4730,Hector ,1700000,pune,Diesel,Manual,51000,2019,MG
4731,Q3 ,1800000,pune,Diesel,Automatic,100932,2016,Audi
4732,Alto K10 ,395000,pune,Petrol,Automatic,27000,2017,Maruti
4733,Tiago ,515000,pune,Petrol,Automatic,7000,2018,Tata
4734,Alto K10 ,245000,pune,Petrol,Manual,13000,2013,Maruti
4736,Superb ,490000,pune,Petrol,Automatic,49000,2012,Skoda
4737,Polo ,325000,pune,Petrol,Manual,56000,2011,Volkswagen
4738,Polo ,325000,pune,Petrol,Manual,33000,2012,Volkswagen
4739,Superb ,560000,pune,Diesel,Automatic,75000,2011,Skoda
4740,Polo ,315000,pune,Petrol,Manual,56000,2012,Volkswagen
4741,Vento ,330000,pune,Petrol,Automatic,74000,2011,Volkswagen
4742,Vento ,325000,pune,Petrol,Manual,75000,2011,Volkswagen
4743,Accord ,500000,pune,Petrol,Manual,68000,2012,Honda
4744,New Laura ,350000,pune,Petrol,Manual,77000,2011,Skoda
4745,Superb ,480000,pune,Petrol,Automatic,66000,2012,Skoda
4746,Superb ,459999,pune,Petrol,Automatic,49000,2012,Skoda
4747,Vento ,340000,pune,Petrol,Manual,85000,2012,Volkswagen
4748,Ecosport ,850000,pune,Diesel,Manual,94949,2017,Ford
4749,Grand i10 ,450000,pune,Petrol,Manual,48993,2015,Hyundai
4750,KWID ,380000,pune,Petrol,Manual,42521,2019,Renault
4751,Ciaz ,1000000,pune,Petrol,Automatic,34606,2019,Maruti
4752,Xcent ,525000,pune,Petrol,Manual,68274,2016,Hyundai
4753,SX4 S Cross ,894999,pune,Diesel,Manual,35000,2019,Maruti
4754,Verna ,570000,pune,Diesel,Manual,90000,2014,Hyundai
4755,Wagon R Stingray ,365000,pune,Petrol,Manual,57606,2013,Maruti
4756,Polo ,750000,pune,Petrol,Automatic,28562,2016,Volkswagen
4757,Creta ,1050000,pune,Diesel,Manual,102190,2019,Hyundai
4758,Innova ,700000,pune,Diesel,Manual,140550,2012,Toyota
4759,Grand i10 ,490000,pune,Petrol,Manual,68883,2016,Hyundai
4760,Celerio ,525000,pune,Petrol,Automatic,52140,2017,Maruti
4761,E-Class ,2525000,pune,Petrol,Automatic,56382,2016,Mercedes-Benz
4762,Swift ,475000,pune,Diesel,Manual,64438,2013,Maruti
4763,Alto 800 ,325000,pune,Petrol,Manual,50331,2017,Maruti
4764,Grand i10 ,525000,pune,Petrol,Manual,34013,2017,Hyundai
4765,C-Class ,2385000,pune,Petrol,Automatic,60920,2015,Mercedes-Benz
4766,Grand i10 ,490000,pune,Petrol,Automatic,68346,2014,Hyundai
4767,Ertiga ,700000,pune,Diesel,Manual,101393,2013,Maruti
4768,Ertiga ,850000,pune,CNG,Manual,86704,2016,Maruti
4769,Verna ,550000,pune,Petrol,Manual,31729,2014,Hyundai
4770,i20 ,700000,pune,Petrol,Manual,16850,2019,Hyundai
4771,Verna ,1150000,pune,Petrol,Manual,35385,2019,Hyundai
4772,EON ,325000,pune,Petrol,Manual,15000,2016,Hyundai
4773,Thar ,1700000,pune,Diesel,Manual,17589,2020,Mahindra
4774,KWID ,325000,pune,Petrol,Automatic,58117,2016,Renault
4775,Baleno ,750000,pune,Petrol,Manual,22276,2018,Maruti
4776,Nexon ,875000,pune,Petrol,Automatic,28870,2019,Tata
4777,i20 ,950000,pune,Petrol,Automatic,12448,2021,Hyundai
4778,Q3 ,1700000,pune,Diesel,Automatic,36000,2015,Audi
4779,Sonet ,1325000,pune,Petrol,Manual,12295,2020,Kia
4780,Creta ,1383000,pune,Petrol,Automatic,25020,2019,Hyundai
4781,KWID ,490000,pune,Petrol,Manual,6402,2021,Renault
4782,Rapid ,1100000,pune,Petrol,Manual,4765,2020,Skoda
4783,Wagon R ,334000,pune,CNG,Manual,43065,2015,Maruti
4784,City ,164000,pune,Petrol,Manual,174461,2008,Honda
4785,Corolla Altis ,465000,pune,Petrol,Manual,74100,2013,Toyota
4786,Baleno ,740000,pune,Petrol,Manual,35000,2020,Maruti
4787,i10 ,290000,pune,Petrol,Manual,33000,2011,Hyundai
4788,XUV500 ,550000,pune,Diesel,Manual,160000,2012,Mahindra
4789,Superb ,450000,pune,Diesel,Automatic,98000,2010,Skoda
4790,i10 ,265000,pune,Petrol,Automatic,110000,2010,Hyundai
4791,C-Class ,2525000,pune,Petrol,Automatic,49303,2016,Mercedes-Benz
4792,E-Class ,2385000,pune,Diesel,Automatic,34069,2014,Mercedes-Benz
4793,C-Class ,2425000,pune,Diesel,Automatic,61978,2014,Mercedes-Benz
4794,Baleno ,505000,pune,Petrol,Manual,25000,2015,Maruti
4795,E-Class ,925000,pune,Petrol,Manual,80000,2011,Mercedes-Benz
4796,Sunny ,325000,pune,Petrol,Manual,31540,2012,Nissan
4797,Grand i10 ,440000,pune,Petrol,Manual,62000,2016,Hyundai
4798,Wagon R ,340000,pune,Petrol,Manual,48000,2014,Maruti
4799,Ertiga ,611000,pune,Petrol,Manual,32861,2016,Maruti
4800,Figo ,169000,pune,Petrol,Manual,43342,2010,Ford
4801,Superb ,1297000,pune,Diesel,Automatic,186390,2016,Skoda
4802,Jazz ,275000,pune,Petrol,Manual,99700,2009,Honda
4803,Manza ,225000,pune,Petrol,Manual,33500,2011,Tata
4804,Cruze ,310000,pune,Diesel,Manual,90000,2011,Chevrolet
4805,Celerio ,563000,pune,CNG,Manual,32438,2019,Maruti
4806,Vento ,440000,pune,Diesel,Manual,72000,2013,Volkswagen
4807,Vento ,440000,pune,Petrol,Manual,42000,2014,Volkswagen
4808,Vento ,440000,pune,Diesel,Manual,85000,2013,Volkswagen
4809,Creta ,875000,pune,Diesel,Manual,64000,2015,Hyundai
4810,Brio ,330000,pune,Petrol,Manual,57000,2014,Honda
4811,WR-V ,745000,pune,Diesel,Manual,47000,2017,Honda
4812,Superb ,1711000,pune,Petrol,Automatic,69000,2016,Skoda
4813,GL-Class ,3400000,pune,Diesel,Automatic,80000,2014,Mercedes-Benz
4814,Alto ,195000,pune,CNG,Manual,84000,2010,Maruti
4815,Tucson ,1900000,pune,Diesel,Automatic,79380,2017,Hyundai
4816,Baleno ,700000,pune,Petrol,Automatic,35616,2017,Maruti
4817,Seltos ,1750000,pune,Petrol,Automatic,29524,2020,Kia
4818,Baleno ,725000,pune,Petrol,Manual,30000,2017,Maruti
4820,Polo ,311000,pune,Diesel,Manual,46000,2012,Volkswagen
4821,Ritz ,195000,pune,Petrol,Manual,52000,2010,Maruti
4822,Duster ,380000,pune,Diesel,Manual,85000,2013,Renault
4823,Amaze ,555000,pune,Petrol,Automatic,51868,2015,Honda
4824,City ,1103000,pune,Petrol,Automatic,21034,2018,Honda
4825,City ,1509000,pune,Petrol,Automatic,568,2022,Honda
4826,Eeco ,420000,pune,Petrol,Manual,98000,2017,Maruti
4827,Xcent ,470000,pune,Petrol,Manual,24000,2014,Hyundai
4828,GO ,250000,pune,Petrol,Manual,50000,2016,Datsun
4829,Grand i10 ,475000,pune,Petrol,Manual,11003,2017,Hyundai
4832,Grand i10 ,475000,pune,Petrol,Manual,23868,2017,Hyundai
4833,GO Plus ,275000,pune,Petrol,Manual,17833,2015,Datsun
4834,Innova Crysta ,1711000,pune,Diesel,Manual,82000,2016,Toyota
4835,Swift Dzire ,225000,pune,Diesel,Manual,95000,2009,Maruti
4836,Ertiga ,590000,pune,Petrol,Manual,84000,2012,Maruti
4837,i20 ,312000,pune,Petrol,Manual,76322,2011,Hyundai
4839,AMG GLC 43 ,8900000,pune,Petrol,Automatic,8000,2022,Mercedes-Benz
4840,Brio ,325000,pune,Petrol,Manual,47000,2013,Honda
4841,Nexon ,894999,pune,Diesel,Automatic,50000,2018,Tata
4842,E-Class ,7550000,pune,Diesel,Automatic,10000,2021,Mercedes-Benz
4843,E-Class ,5850000,pune,Diesel,Automatic,13000,2019,Mercedes-Benz
4844,i20 Active ,770000,pune,Diesel,Manual,84228,2017,Hyundai
4845,Discovery ,6400000,pune,Petrol,Automatic,28000,2022,Land Rover
4846,Supro ,350000,pune,Diesel,Manual,30000,2017,Mahindra
4847,i10 ,350000,pune,Petrol,Manual,24000,2013,Hyundai
4848,Ciaz ,750000,pune,Petrol,Manual,20000,2017,Maruti
4849,i20 ,640000,pune,Diesel,Manual,87000,2015,Hyundai
4850,Alto 800 ,350000,pune,CNG,Manual,33000,2017,Maruti
4851,Elantra ,950000,pune,Petrol,Manual,68000,2017,Hyundai
4852,BR-V ,875000,pune,Petrol,Manual,11000,2017,Honda
4853,Venue ,910000,pune,Petrol,Manual,25000,2019,Hyundai
4854,Wagon R ,215000,pune,Petrol,Manual,21000,2009,Maruti
4855,Polo ,425000,pune,Diesel,Manual,84000,2013,Volkswagen
4856,i20 ,525000,pune,Petrol,Manual,62000,2015,Hyundai
4857,Tiago ,600000,pune,Petrol,Manual,25000,2021,Tata
4858,Amaze ,395000,pune,Petrol,Manual,105500,2014,Honda
4859,EON ,245000,pune,Petrol,Manual,66000,2014,Hyundai
4860,Figo ,149000,pune,Petrol,Manual,31000,2010,Ford
4861,Jetta ,711000,pune,Diesel,Manual,46000,2014,Volkswagen
4862,Wagon R ,390000,pune,Petrol,Manual,35000,2018,Maruti
4863,Eeco ,310000,pune,Petrol,Manual,90000,2017,Maruti
4864,Swift ,425000,pune,Petrol,Manual,38000,2012,Maruti
4865,Amaze ,415000,pune,Petrol,Manual,37897,2015,Honda
4866,Fortuner ,2925000,pune,Diesel,Automatic,130000,2018,Toyota
4867,Amaze ,320000,pune,Diesel,Manual,120000,2013,Honda
4868,Alto 800 ,350000,pune,Petrol,Manual,30200,2015,Maruti
4869,Grand i10 ,575000,pune,Petrol,Manual,25300,2019,Hyundai
4870,Swift ,600000,pune,Petrol,Manual,60000,2018,Maruti
4871,Baleno ,610000,pune,Petrol,Manual,26500,2016,Maruti
4872,Ameo ,535000,pune,Petrol,Manual,34300,2016,Volkswagen
4873,Marazzo ,790000,pune,Diesel,Manual,82699,2019,Mahindra
4874,Etios Liva ,360000,pune,Petrol,Manual,39124,2013,Toyota
4875,Vento ,575000,pune,Petrol,Manual,61685,2015,Volkswagen
4876,5 Series ,2000000,pune,Diesel,Automatic,69000,2014,BMW
4877,5 Series ,2000000,pune,Diesel,Automatic,84000,2014,BMW
4878,Q5 ,1400000,pune,Diesel,Automatic,73500,2012,Audi
4879,Superb ,944999,pune,Diesel,Automatic,92000,2014,Skoda
4880,Superb ,1000000,pune,Diesel,Automatic,83000,2015,Skoda
4881,Baleno ,725000,pune,Petrol,Manual,30000,2020,Maruti
4882,Brio ,375000,pune,Petrol,Automatic,49150,2012,Honda
4883,City ,300000,pune,Petrol,Manual,120000,2010,Honda
4885,City ,434999,pune,Petrol,Manual,88000,2012,Honda
4886,Celerio ,440000,pune,Petrol,Automatic,20000,2014,Maruti
4887,XUV300 ,1420000,pune,Diesel,Automatic,9115,2020,Mahindra
4888,Creta ,1025000,pune,Petrol,Manual,11900,2018,Hyundai
4889,Nexon ,894999,pune,Diesel,Automatic,64000,2019,Tata
4890,Xcent ,472000,pune,Petrol,Manual,57066,2014,Hyundai
4891,Celerio ,472000,pune,Petrol,Manual,23338,2017,Maruti
4892,Swift ,490000,pune,Petrol,Manual,18000,2015,Maruti
4893,Scorpio ,1275000,pune,Diesel,Manual,109552,2017,Mahindra
4894,i10 ,271000,pune,Petrol,Manual,53345,2010,Hyundai
4895,Wagon R ,475000,pune,Petrol,Manual,8100,2017,Maruti
4896,Baleno RS ,641000,pune,Petrol,Manual,34835,2017,Maruti
4897,i20 ,294000,pune,Petrol,Manual,50946,2011,Hyundai
4898,i10 ,350000,pune,Petrol,Manual,29000,2014,Hyundai
4899,City ,295000,pune,Petrol,Manual,92000,2009,Honda
4900,City ,325000,pune,Petrol,Manual,97000,2010,Honda
4901,Swift Dzire ,700000,pune,Diesel,Manual,166000,2019,Maruti
4903,Indica eV2 ,114999,pune,Petrol,Manual,15000,2008,Tata
4905,Rapid ,385000,pune,Petrol,Manual,49000,2013,Skoda
4906,Vento ,375000,pune,Petrol,Manual,60500,2012,Volkswagen
4907,E-Class ,1675000,pune,Diesel,Automatic,70000,2014,Mercedes-Benz
4908,XUV700 ,2174000,pune,Diesel,Manual,5496,2022,Mahindra
4909,Q7 ,5400000,pune,Diesel,Automatic,61000,2016,Audi
4910,5 Series ,1250000,pune,Diesel,Automatic,98000,2011,BMW
4911,Compass ,1525000,pune,Diesel,Manual,59000,2017,Jeep
4912,M-Class ,2150000,pune,Diesel,Automatic,103000,2013,Mercedes-Benz
4913,Cruze ,390000,pune,Diesel,Automatic,89000,2011,Chevrolet
4914,Q3 ,1975000,pune,Diesel,Manual,98000,2017,Audi
4915,WR-V ,965000,pune,Diesel,Manual,27000,2019,Honda
4916,Superb ,1035000,pune,Diesel,Automatic,85000,2015,Skoda
4917,Alto K10 ,350000,pune,Petrol,Manual,44499,2016,Maruti
4918,B Class ,1025000,pune,Diesel,Automatic,90000,2014,Mercedes-Benz
4919,Santa Fe ,1075000,pune,Diesel,Automatic,118000,2015,Hyundai
4920,A6 ,1480000,pune,Diesel,Automatic,55000,2013,Audi
4921,Swift ,725000,pune,Petrol,Automatic,28000,2018,Maruti
4922,Mobilio ,475000,pune,Petrol,Manual,44463,2014,Honda
4923,Swift ,438999,pune,Petrol,Manual,92000,2014,Maruti
4924,Baleno ,599000,pune,Petrol,Manual,28000,2016,Maruti
4925,Baleno ,680000,pune,Petrol,Manual,50000,2019,Maruti
4926,Amaze ,590000,pune,Petrol,Manual,54000,2018,Honda
4927,Verna ,1300000,pune,Diesel,Automatic,38000,2019,Hyundai
4928,C-Class ,910000,pune,Diesel,Manual,100350,2011,Mercedes-Benz
4929,Punto ,210000,pune,Petrol,Manual,65000,2010,Fiat
4930,Innova Crysta ,2450000,pune,Diesel,Automatic,70500,2019,Toyota
4931,i10 ,350000,pune,Petrol,Automatic,49000,2012,Hyundai
4932,Santro Xing ,150000,pune,Petrol,Manual,53000,2008,Hyundai
4933,Punto ,295000,pune,Diesel,Manual,73000,2011,Fiat
4934,i10 ,210000,pune,Petrol,Manual,97000,2009,Hyundai
4935,EON ,237000,pune,Petrol,Manual,86600,2014,Hyundai
4936,Baleno ,685000,pune,Petrol,Manual,32000,2018,Maruti
4937,Santro ,575000,pune,Petrol,Manual,22382,2019,Hyundai
4938,City ,875000,pune,Petrol,Automatic,47230,2017,Honda
4939,Etios ,380000,pune,Petrol,Manual,87000,2012,Toyota
4940,C-Class ,2900000,pune,Diesel,Automatic,68807,2017,Mercedes-Benz
4941,New Safari ,2450000,pune,Diesel,Manual,5966,2022,Tata
4942,KWID ,434999,pune,Petrol,Manual,26024,2019,Renault
4943,Swift ,320000,pune,Petrol,Manual,80000,2013,Maruti
4944,Innova ,765000,pune,Diesel,Manual,87000,2012,Toyota
4945,Pajero ,795000,pune,Diesel,Manual,47000,2011,Mitsubishi
4946,WR-V ,844999,pune,Petrol,Manual,27000,2018,Honda
4947,Creta ,1195000,pune,Petrol,Automatic,25000,2018,Hyundai
4948,Xylo ,375000,pune,Diesel,Manual,90000,2013,Mahindra
4949,Spark ,95000,pune,Petrol,Manual,40000,2009,Chevrolet
4950,Verna ,969000,pune,Diesel,Automatic,35000,2018,Hyundai
4951,Punto ,225000,pune,Diesel,Manual,80000,2013,Fiat
4952,Vento ,434999,pune,Petrol,Manual,85000,2014,Volkswagen
4953,XUV500 ,575000,pune,Diesel,Manual,94000,2012,Mahindra
4954,KWID ,365000,pune,Petrol,Automatic,64000,2017,Renault
4955,Superb ,735000,pune,Petrol,Manual,66000,2014,Skoda
4956,Lodgy ,565000,pune,Diesel,Manual,63000,2016,Renault
4957,SX4 ,254999,pune,Petrol,Automatic,66000,2011,Maruti
4958,SX4 ,235000,pune,Petrol,Manual,65000,2010,Maruti
4959,Polo ,499000,pune,Diesel,Manual,77000,2015,Volkswagen
4960,Superb ,599000,pune,Petrol,Automatic,54299,2013,Skoda
4961,Zest ,475000,pune,Petrol,Manual,70469,2015,Tata
4962,Ertiga ,775000,pune,Diesel,Manual,64000,2015,Maruti
4963,Rapid ,450000,pune,Petrol,Manual,56000,2013,Skoda
4964,Tucson ,1850000,pune,Diesel,Automatic,87428,2017,Hyundai
4965,Ertiga ,765000,pune,Petrol,Manual,23000,2015,Maruti
4966,Baleno ,536000,pune,Petrol,Manual,48950,2016,Maruti
